"AveragePrice","TotalVolume","Type","Year","Region","Month"
1.13,15.4460275610998,"conventional",2015,"California",9
1.09,15.5744711053279,"conventional",2015,"California",9
1.08,15.5467042531235,"conventional",2015,"California",8
1.18,15.4628658345612,"conventional",2015,"California",8
1.11,15.541208583441,"conventional",2015,"California",8
1.1,15.6452218699648,"conventional",2015,"California",8
1.16,15.5071264112996,"conventional",2015,"California",8
1.13,15.5306809254782,"conventional",2015,"California",7
1.18,15.4690048803929,"conventional",2015,"California",7
1.13,15.5114275744225,"conventional",2015,"California",7
1.12,15.7203037032146,"conventional",2015,"California",7
1.1,15.5457045080792,"conventional",2015,"California",6
1.07,15.5993392095656,"conventional",2015,"California",6
0.97,15.7238179759984,"conventional",2015,"California",6
0.98,15.6678709467671,"conventional",2015,"California",6
0.98,15.645995314758,"conventional",2015,"California",5
1.1,15.5421481608309,"conventional",2015,"California",5
1.08,15.4811670705295,"conventional",2015,"California",5
0.93,15.7101821419614,"conventional",2015,"California",5
0.88,15.9634912587192,"conventional",2015,"California",5
1.15,15.4095446463259,"conventional",2015,"California",4
1.05,15.5855503211744,"conventional",2015,"California",4
1.06,15.5448005658513,"conventional",2015,"California",4
1.12,15.514270127468,"conventional",2015,"California",4
1.1,15.4910784126783,"conventional",2015,"California",3
1.06,15.5332320882273,"conventional",2015,"California",3
1.06,15.5305993836867,"conventional",2015,"California",3
0.96,15.6056436870846,"conventional",2015,"California",3
0.84,15.7176390169779,"conventional",2015,"California",3
0.96,15.5992172437235,"conventional",2015,"California",2
0.96,15.5559681239958,"conventional",2015,"California",2
0.91,15.5855748086747,"conventional",2015,"California",2
0.85,16.0163050522243,"conventional",2015,"California",2
1.06,15.4108272861362,"conventional",2015,"California",1
1.02,15.5330709949953,"conventional",2015,"California",1
0.92,15.6114178032637,"conventional",2015,"California",1
0.93,15.5694540828891,"conventional",2015,"California",1
0.96,11.9621154860508,"conventional",2015,"Charlotte",12
0.98,11.8488539109069,"conventional",2015,"Charlotte",12
0.95,11.9649699778588,"conventional",2015,"Charlotte",12
0.99,11.9583807337208,"conventional",2015,"Charlotte",12
0.95,11.8412565089747,"conventional",2015,"Charlotte",11
1,11.802787634283,"conventional",2015,"Charlotte",11
1.01,12.039351723544,"conventional",2015,"Charlotte",11
1.03,12.0096199528846,"conventional",2015,"Charlotte",11
1.11,12.0540855318382,"conventional",2015,"Charlotte",11
1.27,11.8559945374011,"conventional",2015,"Charlotte",10
1.26,11.9612711193264,"conventional",2015,"Charlotte",10
1.14,12.0281567296326,"conventional",2015,"Charlotte",10
1.22,11.8964430791996,"conventional",2015,"Charlotte",10
1.09,12.0363882227406,"conventional",2015,"Charlotte",9
1.2,11.9919506523091,"conventional",2015,"Charlotte",9
1.19,12.0499071957497,"conventional",2015,"Charlotte",9
1.01,12.3359354483506,"conventional",2015,"Charlotte",9
1.2,12.0953247551053,"conventional",2015,"Charlotte",8
1.15,12.2224594947125,"conventional",2015,"Charlotte",8
1.24,12.092520447246,"conventional",2015,"Charlotte",8
1.21,12.0614243744718,"conventional",2015,"Charlotte",8
1.24,12.0969712526191,"conventional",2015,"Charlotte",8
1.23,12.0662519164271,"conventional",2015,"Charlotte",7
1.19,12.1419661910384,"conventional",2015,"Charlotte",7
1.18,12.1164915332335,"conventional",2015,"Charlotte",7
1.18,12.2836117602903,"conventional",2015,"Charlotte",7
1.17,12.1738593748024,"conventional",2015,"Charlotte",6
1.17,12.2119508350726,"conventional",2015,"Charlotte",6
1.15,12.2409564679533,"conventional",2015,"Charlotte",6
1.15,12.2060041431839,"conventional",2015,"Charlotte",6
1.19,12.1788908449804,"conventional",2015,"Charlotte",5
1.2,12.2668559371108,"conventional",2015,"Charlotte",5
1.21,12.1590124316335,"conventional",2015,"Charlotte",5
1.19,12.1692690767283,"conventional",2015,"Charlotte",5
1,12.4741826790982,"conventional",2015,"Charlotte",5
1.2,12.1125723518933,"conventional",2015,"Charlotte",4
1.18,12.1059772447966,"conventional",2015,"Charlotte",4
1.17,12.2259303693477,"conventional",2015,"Charlotte",4
1.19,12.089118965863,"conventional",2015,"Charlotte",4
1.23,12.0939923246919,"conventional",2015,"Charlotte",3
1.19,12.1165972353025,"conventional",2015,"Charlotte",3
1.19,12.1224195323459,"conventional",2015,"Charlotte",3
1.25,11.9791261848136,"conventional",2015,"Charlotte",3
1.18,12.079104467814,"conventional",2015,"Charlotte",3
1.08,12.2147718475133,"conventional",2015,"Charlotte",2
1.22,11.9627551492399,"conventional",2015,"Charlotte",2
1.17,11.9193593037073,"conventional",2015,"Charlotte",2
0.98,12.4451513551141,"conventional",2015,"Charlotte",2
1.18,12.0274011989712,"conventional",2015,"Charlotte",1
1.25,11.9360808401929,"conventional",2015,"Charlotte",1
1.26,11.9826082927647,"conventional",2015,"Charlotte",1
1.19,12.0198171007427,"conventional",2015,"Charlotte",1
0.93,13.4017256309456,"conventional",2015,"Chicago",12
0.91,13.4454251515296,"conventional",2015,"Chicago",12
1.07,13.4129524703746,"conventional",2015,"Chicago",12
1.14,13.4060773222411,"conventional",2015,"Chicago",12
1.11,13.3088217325037,"conventional",2015,"Chicago",11
0.94,13.530363788913,"conventional",2015,"Chicago",11
1.17,13.3721690503083,"conventional",2015,"Chicago",11
1.01,13.4746423271034,"conventional",2015,"Chicago",11
1,13.6011377559317,"conventional",2015,"Chicago",11
1.12,13.4410443845119,"conventional",2015,"Chicago",10
1.15,13.4448939939929,"conventional",2015,"Chicago",10
1.08,13.4714982039704,"conventional",2015,"Chicago",10
1.18,13.4227325718815,"conventional",2015,"Chicago",10
1.15,13.487711173201,"conventional",2015,"Chicago",9
1.19,13.4995982970726,"conventional",2015,"Chicago",9
1.19,13.5614921071073,"conventional",2015,"Chicago",9
1.11,13.6031632420014,"conventional",2015,"Chicago",9
1.12,13.5590422670346,"conventional",2015,"Chicago",8
1.2,13.5303001085343,"conventional",2015,"Chicago",8
1.16,13.614246996792,"conventional",2015,"Chicago",8
1.25,13.5023479429201,"conventional",2015,"Chicago",8
1.27,13.5424325517797,"conventional",2015,"Chicago",8
1.12,13.5814808923381,"conventional",2015,"Chicago",7
1.24,13.5886931036256,"conventional",2015,"Chicago",7
1.26,13.5569434352208,"conventional",2015,"Chicago",7
1.24,13.7507836990923,"conventional",2015,"Chicago",7
1.21,13.5750379979353,"conventional",2015,"Chicago",6
1.24,13.5984839101917,"conventional",2015,"Chicago",6
1.21,13.6741813095064,"conventional",2015,"Chicago",6
1.24,13.622195469132,"conventional",2015,"Chicago",6
1.26,13.5968293729673,"conventional",2015,"Chicago",5
1.23,13.6957254394769,"conventional",2015,"Chicago",5
1.23,13.6144662227075,"conventional",2015,"Chicago",5
1.23,13.636317657816,"conventional",2015,"Chicago",5
1.04,13.7936555986748,"conventional",2015,"Chicago",5
1.24,13.5668876599781,"conventional",2015,"Chicago",4
1.24,13.6322306140641,"conventional",2015,"Chicago",4
1.24,13.4740408266425,"conventional",2015,"Chicago",4
1.27,13.5302501110092,"conventional",2015,"Chicago",4
1.22,13.5374856512848,"conventional",2015,"Chicago",3
1.21,13.5923076673895,"conventional",2015,"Chicago",3
1.09,13.625579792431,"conventional",2015,"Chicago",3
1.18,13.5580383249742,"conventional",2015,"Chicago",3
1.09,13.6686307329595,"conventional",2015,"Chicago",3
1.18,13.5581431056116,"conventional",2015,"Chicago",2
1.17,13.4958660731799,"conventional",2015,"Chicago",2
1.13,13.4998837909646,"conventional",2015,"Chicago",2
0.91,13.9408186845253,"conventional",2015,"Chicago",2
1.22,13.5217368625278,"conventional",2015,"Chicago",1
1.14,13.5895473225747,"conventional",2015,"Chicago",1
1.15,13.5959617129447,"conventional",2015,"Chicago",1
1.11,13.5709825171193,"conventional",2015,"Chicago",1
0.87,12.001504068745,"conventional",2015,"CincinnatiDayton",12
0.85,12.0750043313217,"conventional",2015,"CincinnatiDayton",12
0.79,12.242367303109,"conventional",2015,"CincinnatiDayton",12
0.83,12.2429783734794,"conventional",2015,"CincinnatiDayton",12
0.88,11.859081660337,"conventional",2015,"CincinnatiDayton",11
0.89,12.0719638862616,"conventional",2015,"CincinnatiDayton",11
0.88,12.1742166898508,"conventional",2015,"CincinnatiDayton",11
0.87,12.3845373157568,"conventional",2015,"CincinnatiDayton",11
0.93,12.4481020510914,"conventional",2015,"CincinnatiDayton",11
1.01,12.2243432665705,"conventional",2015,"CincinnatiDayton",10
0.98,12.1337737437138,"conventional",2015,"CincinnatiDayton",10
0.91,12.2715502724448,"conventional",2015,"CincinnatiDayton",10
0.93,12.3684035473519,"conventional",2015,"CincinnatiDayton",10
1.08,12.216115150353,"conventional",2015,"CincinnatiDayton",9
1.05,12.2570086961138,"conventional",2015,"CincinnatiDayton",9
1.05,12.2855993739555,"conventional",2015,"CincinnatiDayton",9
1.02,12.3551989098094,"conventional",2015,"CincinnatiDayton",9
1.01,12.3636663484878,"conventional",2015,"CincinnatiDayton",8
1.05,12.248244959958,"conventional",2015,"CincinnatiDayton",8
